"title","subtitle","title_kana","artist","artist_kana","request_number","lyrics_start","original_key","remarks1","remarks1_kana","remarks2","remarks2_kana","model_code","genre_code","type_code","release_year","parent_song_id","artist_id","lite"
"[生演奏]お嫁サンバ(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ｵﾖﾒｻﾝﾊﾞ","郷ひろみ","ｺﾞｳﾋﾛﾐ","9002-23","恋する女はキレイさ","nan","nan","nan","nan","nan","900","01","06","2020","S21364","A50658","0"
"[生演奏]どうにもとまらない(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄﾞｳﾆﾓﾄﾏﾗﾅｲ","山本リンダ","ﾔﾏﾓﾄﾘﾝﾀﾞ","9002-24","うわさを信じちゃいけないよ","nan","nan","nan","nan","nan","900","01","06","2020","S16517","A73741","0"
"[生演奏]悲しみがとまらない(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ｶﾅｼﾐｶﾞﾄﾏﾗﾅｲ","杏里","ｱﾝﾘ","9002-25","I can't stop The Loneliness","nan","nan","nan","nan","nan","900","01","06","2020","S77995","A64082","0"
"[生演奏]プレイバックPart II(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾟﾚｲﾊﾞﾂｸﾊﾟｱﾄﾂｳ","山口百恵","ﾔﾏｸﾞﾁﾓﾓｴ","9002-26","緑の中を走り抜けてく","nan","nan","nan","nan","nan","900","01","06","2020","S74425","A46352","0"
"[生演奏]DESIRE(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾃﾞｲｻﾞｲｱ","山口百恵","ﾔﾏｸﾞﾁﾓﾓｴ","9002-27","Get Up Get Up Get Up","nan","nan","nan","nan","nan","900","01","06","2020","S14994","A53071","0"
"[生演奏]ペッパー警部(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾍﾟﾂﾊﾟｱｹｲﾌﾞ","ピンク･レディー","ﾋﾟﾝｸﾚﾃﾞｨ","9002-28","ペッパー警部邪魔をしないで…","nan","nan","nan","nan","nan","900","01","06","2020","S55867","A63322","0"
"[生演奏]3年目の浮気(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ｻﾝﾈﾝﾒﾉｳﾜｷ","ヒロシ&キーボー","ﾋﾛｼｱﾝﾄﾞｷｲﾎﾞｵ","9002-29","馬鹿いってんじゃないよ","nan","nan","nan","nan","nan","900","01","06","2020","S63466","A99500","0"
"[生演奏]ハートのエースが出てこない(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊｱﾄﾉｴｴｽｶﾞﾃﾞﾃｺﾅｲ","キャンディーズ","ｷｬﾝﾃﾞｨｰｽﾞ","9002-30","ハートのエースが出てこない","nan","nan","nan","nan","nan","900","01","06","2020","S12540","A65559","0"
"[本人映像]碧いうさぎ","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｵｲｳｻｷﾞ","酒井法子","ｻｶｲﾉﾘｺ","9002-31","あとどれくらい　切なくなれば","nan","nan","nan","nan","nan","900","01","02","2020","S24931","A63068","0"
"[生演奏]ズルい女","サブタイトルサブタイトルサブタイトルサブタイトル","ｽﾞﾙｲｵﾝﾅ","シャ乱Q","ｼﾔﾗﾝｷﾕｳ","9002-32","Bye-Bye　ありがとう","nan","nan","nan","nan","nan","900","01","06","2020","S46876","A92100","0"
"[本人映像]TOMORROW","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄｳﾓﾛｳ","岡本真夜","ｵｶﾓﾄﾏﾖ","9002-33","涙の数だけ強くなれるよ","nan","nan","nan","nan","nan","900","01","02","2020","S30645","A61182","0"
"[本人映像]ロビンソン","サブタイトルサブタイトルサブタイトルサブタイトル","ﾛﾋﾞﾝｿﾝ","スピッツ","ｽﾋﾟｯﾂ","9002-34","新しい季節は　なぜかせつない日々で","nan","nan","nan","nan","nan","900","01","02","2020","S28888","A20164","0"
"[生演奏]あゝ無情(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｱﾑｼﾞﾖｳ","アン・ルイス","ｱﾝﾙｲｽ","9002-35","きれいでしょヒラヒラと","nan","nan","nan","nan","nan","900","01","06","2020","S40977","A87745","0"
"[生演奏]恋人がサンタクロース(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ｺｲﾋﾞﾄｶﾞｻﾝﾀｸﾛｵｽ","松任谷由実","ﾏﾂﾄｳﾔﾕﾐ","9002-36","昔となりのおしゃれな…","nan","nan","nan","nan","nan","900","01","06","2020","S20551","A24209","0"
"[生演奏]ギザギザハートの子守唄(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾞｻﾞｷﾞｻﾞﾊｱﾄﾉｺﾓﾘｳﾀﾃｸﾉ","チェッカーズ","ﾁｪｯｶｰｽﾞ","9002-37","ちっちゃな頃から悪ガキで","nan","nan","nan","nan","nan","900","01","06","2020","S86813","A98563","0"
"[生演奏]クリスマスキャロルの頃には(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ｸﾘｽﾏｽｷﾔﾛﾙﾉｺﾛﾆﾊ","稲垣潤一","ｲﾅｶﾞｷｼﾞｭﾝｲﾁ","9002-38","クリスマスキャロルが流れる頃には","nan","nan","nan","nan","nan","900","01","06","2020","S72049","A35299","0"
"[生演奏]Diamonds(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀﾞｲﾔﾓﾝｽﾞ","PRINCESS PRINCESS","ﾌﾟﾘﾝｾｽﾌﾟﾘﾝｾｽ","9002-39","冷たい泉に素足をひたして","nan","nan","nan","nan","nan","900","01","06","2020","S74622","A66490","0"
"[生演奏]天使のウィンク(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾃﾝｼﾉｳｲﾝｸ","松田聖子","ﾏﾂﾀﾞｾｲｺ","9002-40","約束を守れたなら","nan","nan","nan","nan","nan","900","01","06","2020","S69064","A81968","0"
"[生演奏]六本木心中(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾛﾂﾎﾟﾝｷﾞｼﾝｼﾞﾕｳ","アン・ルイス","ｱﾝﾙｲｽ","9002-41","だけど…こころなんて","nan","nan","nan","nan","nan","900","01","06","2020","S61715","A69150","0"
"[生演奏]POISON(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾟｲｿﾞﾝﾃｸﾉﾊﾞｱｼﾞﾖﾝ","布袋寅泰","ﾎﾃｲﾄﾓﾔｽ","9002-42","Baby…銀の指輪で","nan","nan","nan","nan","nan","900","01","06","2020","S26730","A30927","0"
"[生演奏]愛が生まれた日(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲｶﾞｳﾏﾚﾀﾋﾃｸﾉﾊﾞ","藤谷美和子･大内義昭","ﾌｼﾞﾀﾆﾐﾜｺｵｵｳﾁﾖｼｱｷ","9002-43","恋人よ　今受け止めて","nan","nan","nan","nan","nan","900","01","06","2020","S50301","A78756","0"
"[生演奏]Tomorrow never knows(テクノバージョン)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄｳﾓﾛｳﾈﾊﾞｱﾉｳｽﾞﾃｸﾉ","Mr.Children","ﾐｽﾀｰﾁﾙﾄﾞﾚﾝ","9002-44","とどまる事をしらない時間の中で","nan","nan","nan","nan","nan","900","01","06","2020","S38005","A76395","0"
"[生演奏]シーソーゲーム～勇敢な恋の歌～","サブタイトルサブタイトルサブタイトルサブタイトル","ｼｲｿｵｹﾞｴﾑ","Mr.Children","ﾐｽﾀｱﾁﾙﾄﾞﾚﾝ","9002-45","愛想なしの君が笑った　そんな単純な事で","nan","nan","nan","nan","nan","900","01","06","2020","S76039","A18049","0"
"[生演奏]LOVE PHANTOM","サブタイトルサブタイトルサブタイトルサブタイトル","ﾗﾌﾞﾌｱﾝﾄﾑ","B'z","ﾋﾞｲｽﾞ","9002-46","いらない何も　捨ててしまおう","nan","nan","nan","nan","nan","900","01","06","2020","S32267","A57583","0"
"[本人映像]Body Feels EXIT","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾞﾃﾞｲｲﾌｲｲﾙｽﾞｴｸｼﾞﾂﾄ","安室奈美恵","ｱﾑﾛﾅﾐｴ","9002-47","Body Feels EXIT　Body Feels EXCITE","nan","nan","nan","nan","nan","900","01","02","2020","S57007","A99221","0"
"[本人映像]スリル","サブタイトルサブタイトルサブタイトルサブタイトル","ｽﾘﾙ","布袋寅泰","ﾎﾃｲﾄﾓﾔｽ","9002-48","Baby Baby Baby Baby Baby Baby Baby","nan","nan","nan","nan","nan","900","01","02","2020","S39601","A41618","0"
"[生演奏]I BELIEVE","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲﾋﾞﾘｲﾌﾞ","華原朋美","ｶﾊﾗﾄﾓﾐ","9002-49","輝く白い恋の始まりは　とてもはるか遠く","nan","nan","nan","nan","nan","900","01","06","2020","S88137","A32446","0"
"[生演奏]ゲレンデがとけるほど恋したい","サブタイトルサブタイトルサブタイトルサブタイトル","ｹﾞﾚﾝﾃﾞｶﾞﾄｹﾙﾎﾄﾞｺｲｼﾀｲ","広瀬香美","ﾋﾛｾｺｳﾐ","9002-50","あなたとネ　今日がチャンスネ","nan","nan","nan","nan","nan","900","01","06","2020","S91822","A20316","0"
"[生演奏]空も飛べるはず","サブタイトルサブタイトルサブタイトルサブタイトル","ｿﾗﾓﾄﾍﾞﾙﾊｽﾞ","スピッツ","ｽﾋﾟｯﾂ","9002-51","幼い微熱を下げられないまま","nan","nan","nan","nan","nan","900","01","06","2020","S38640","A43871","0"
"[生演奏]そばかす","サブタイトルサブタイトルサブタイトルサブタイトル","ｿﾊﾞｶｽ","JUDY AND MARY","ｼﾞﾕﾃﾞｲｱﾝﾄﾞﾏﾘｲ","9002-52","大キライだったそばかすをちょっと","nan","nan","nan","nan","nan","900","01","06","2020","S12290","A55118","0"
"[ｱﾆﾒ映像]キューティーハニー","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾕｳﾃｲｲﾊﾆｲ","前川陽子","ﾏｴｶﾜﾖｳｺ","9002-53","この頃はやりの女の子　おしりの小さな女の子","nan","nan","nan","nan","nan","900","01","04","2020","S70476","A31303","0"
"[ｱﾆﾒ映像]ゲゲゲの鬼太郎","サブタイトルサブタイトルサブタイトルサブタイトル","ｹﾞｹﾞｹﾞﾉｷﾀﾛｳ","熊倉一雄","ｸﾏｸﾗｶｽﾞｵ","9002-54","ゲッゲッ　ゲゲゲのゲー","nan","nan","nan","nan","nan","900","01","04","2020","S41585","A37262","0"
"[本人映像]I'm proud","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲﾑﾌﾟﾗｳﾄﾞ","華原朋美","ｶﾊﾗﾄﾓﾐ","9002-55","Lonely　くじけそうな姿","nan","nan","nan","nan","nan","900","01","02","2020","S18971","A17221","0"
"[本人映像]バンザイ～好きでよかった～","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊﾞﾝｻﾞｲ","ウルフルズ","ｳﾙﾌﾙｽﾞ","9002-56","イェーイ　君を好きでよかった","nan","nan","nan","nan","nan","900","01","02","2020","S24516","A57596","0"
"[生演奏]DAN DAN 心魅かれてく","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀﾞﾝﾀﾞﾝｺｺﾛﾋｶﾚﾃｸ","FIELD OF VIEW","ﾌｲｲﾙﾄﾞｵﾌﾞﾋﾞﾕｳ","9002-57","DAN DAN 心魅かれてく","nan","nan","nan","nan","nan","900","01","06","2020","S37458","A11268","0"
"[生演奏]あなたに逢いたくて～Missing You～","サブタイトルサブタイトルサブタイトルサブタイトル","ｱﾅﾀﾆｱｲﾀｸﾃ","松田聖子","ﾏﾂﾀﾞｾｲｺ","9002-58","二人の部屋の　扉を閉めて","nan","nan","nan","nan","nan","900","01","06","2020","S65717","A26752","0"
"[ｱﾆﾒ映像]マジンガーZ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏｼﾞﾝｶﾞｱｾﾞﾂﾄ","水木一郎","ﾐｽﾞｷｲﾁﾛｳ","9002-59","空にそびえる　くろがねの城","nan","nan","nan","nan","nan","900","01","04","2020","S26146","A34723","0"
"[ｱﾆﾒ映像]キン肉マン　Go Fight!","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾝﾆｸﾏﾝｺﾞｰﾌｧｲﾄ","串田アキラ","ｸｼﾀﾞｱｷﾗ","9002-60","「Go! Go! Muscle」","nan","nan","nan","nan","nan","900","01","04","2020","S31630","A55360","0"
"[ｱﾆﾒ映像]愛をとりもどせ!!","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲｦﾄﾘﾓﾄﾞｾ","クリスタルキング","ｸﾘｽﾀﾙｷﾝｸﾞ","9002-61","YouはShock　愛で空が落ちてくる","nan","nan","nan","nan","nan","900","01","04","2020","S13376","A29071","0"
"[ｱﾆﾒ映像]CHA-LA-HEAD-CHA-LA","サブタイトルサブタイトルサブタイトルサブタイトル","ﾁｬﾗﾍｯﾁｬﾗ","影山ヒロノブ","ｶｹﾞﾔﾏﾋﾛﾉﾌﾞ","9002-62","光る雲を突き抜け　Fly Away","nan","nan","nan","nan","nan","900","01","04","2020","S99913","A89611","0"
"[本人映像]ガッツだぜ!!","サブタイトルサブタイトルサブタイトルサブタイトル","ｶﾞﾂﾂﾀﾞｾﾞ","ウルフルズ","ｳﾙﾌﾙｽﾞ","9002-63","ガッツだぜ　パワフル魂","nan","nan","nan","nan","nan","900","01","02","2020","S25689","A38731","0"
"[生演奏]LA･LA･LA LOVE SONG","サブタイトルサブタイトルサブタイトルサブタイトル","ﾗﾗﾗﾗﾌﾞｿﾝｸﾞ","久保田利伸with NAOMI CAMPBELL","ｸﾎﾞﾀﾄｼﾉﾌﾞｳｲｽﾞﾅｵﾐ","9002-64","まわれ　まわれ　メリーゴーラウンド","nan","nan","nan","nan","nan","900","01","06","2020","S69481","A71243","0"
"[生演奏]ララ サンシャイン","サブタイトルサブタイトルサブタイトルサブタイトル","ﾗﾗｻﾝｼﾔｲﾝ","森高千里","ﾓﾘﾀｶﾁｻﾄ","9002-65","ララサンシャイン　ララサンシャイン","nan","nan","nan","nan","nan","900","01","06","2020","S78057","A93590","0"
"[ｱﾆﾒ映像]魔法使いサリー","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏﾎｳﾂｶｲｻﾘｲ","朝川ひろこ","ｱｻｶﾜﾋﾛｺ","9002-66","マハリクマハリタ　ヤンバラヤンヤンヤン","nan","nan","nan","nan","nan","900","01","04","2020","S97627","A46677","0"
"[ｱﾆﾒ映像]ひみつのアッコちゃん","サブタイトルサブタイトルサブタイトルサブタイトル","ﾋﾐﾂﾉｱﾂｺﾁﾔﾝ","堀江美都子","ﾎﾘｴﾐﾂｺ","9002-67","そいつの前では　女の子","nan","nan","nan","nan","nan","900","01","04","2020","S60487","A65738","0"
"[ｱﾆﾒ映像]魔女っ子メグちゃん","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏｼﾞﾖﾂｺﾒｸﾞﾁﾔﾝ","前川陽子","ﾏｴｶﾜﾖｳｺ","9002-68","シャランラ　シャランラ","nan","nan","nan","nan","nan","900","01","04","2020","S25235","A69400","0"
"[ｱﾆﾒ映像]乙女のポリシー","サブタイトルサブタイトルサブタイトルサブタイトル","ｵﾄﾒﾉﾎﾟﾘｼｰ","石田よう子","ｲｼﾀﾞﾖｳｺ","9002-69","どんなピンチのときも　絶対あきらめない","nan","nan","nan","nan","nan","900","01","04","2020","S68776","A18817","0"
"[生演奏]アジアの純真","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｼﾞｱﾉｼﾞﾕﾝｼﾝ","PUFFY","ﾊﾟﾌｲｲ","9002-70","北京　ベルリン　ダブリン　リベリア","nan","nan","nan","nan","nan","900","01","06","2020","S39121","A77592","0"
"[本人映像]BODY&SOUL","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾞﾃﾞｲｲｱﾝﾄﾞｿｳﾙ","SPEED","ｽﾋﾟｲﾄﾞ","9002-71","欲しいものは　いつもあふれているから","nan","nan","nan","nan","nan","900","01","02","2020","S62653","A65009","0"
"[ｱﾆﾒ映像]とんちんかんちん一休さん","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄﾝﾁﾝｶﾝﾁﾝｲｯｷｭｳｻﾝ","相内恵、ヤング･フレッシュ","ｱｲｳﾁﾒｸﾞﾐﾔﾝｸﾞﾌﾚﾂｼﾕ","9002-72","すきすきすきすき　すき　すき","nan","nan","nan","nan","nan","900","01","04","2020","S90929","A71296","0"
"[生演奏]PRIDE","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾟﾗｲﾄﾞ","今井美樹","ｲﾏｲﾐｷ","9002-73","私は今　南の一つ星を　見上げて","nan","nan","nan","nan","nan","900","01","06","2020","S39946","A67860","0"
"[生演奏]オトコのコ　オンナのコ","サブタイトルサブタイトルサブタイトルサブタイトル","ｵﾄｺﾉｺｵﾝﾅﾉｺ","小泉今日子","ｺｲｽﾞﾐｷｮｳｺ","9002-74","オトコのコ　オンナのコ　出会ったなら","nan","nan","nan","nan","nan","900","01","06","2020","S82310","A25717","0"
"[生演奏]SHAKE","サブタイトルサブタイトルサブタイトルサブタイトル","ｼｴｲｸ","SMAP","ｽﾏｯﾌﾟ","9002-75","“きょう合わない?”ってキミの電話","nan","nan","nan","nan","nan","900","01","06","2020","S57620","A90027","0"
"[本人映像]白い雲のように","サブタイトルサブタイトルサブタイトルサブタイトル","ｼﾛｲｸﾓﾉﾖｳﾆ","猿岩石","ｻﾙｶﾞﾝｾｷ","9002-76","遠ざかる雲を見つめて　まるで僕たちの","nan","nan","nan","nan","nan","900","01","02","2020","S79064","A98202","0"
"[生演奏]CAN YOU CELEBRATE?","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾔﾝﾕｳｾﾚﾋﾞﾚｴﾄ","安室奈美恵","ｱﾑﾛﾅﾐｴ","9002-77","Can you celebrate?　Can you kiss me tonight?","nan","nan","nan","nan","nan","900","01","06","2020","S81626","A44059","0"
"[本人映像]One more time One more chance","サブタイトルサブタイトルサブタイトルサブタイトル","ﾜﾝﾓｱﾀｲﾑﾜﾝﾓｱﾁﾔﾝｽ","山崎まさよし","ﾔﾏｻﾞｷﾏｻﾖｼ","9002-78","これ以上何を失えば　心は許されるの","nan","nan","nan","nan","nan","900","01","02","2020","S12030","A99217","0"
"[生演奏]渚にまつわるエトセトラ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾅｷﾞｻﾆﾏﾂﾜﾙｴﾄｾﾄﾗ","PUFFY","ﾊﾟﾌｲｲ","9002-79","車で　駆けてこ　キャラメル　気分で","nan","nan","nan","nan","nan","900","01","06","2020","S87917","A34088","0"
"[生演奏]人生一路","サブタイトルサブタイトルサブタイトルサブタイトル","ｼﾞﾝｾｲｲﾁﾛ","美空ひばり","ﾐｿﾗﾋﾊﾞﾘ","9002-80","一度決めたら　二度とは変えぬ","nan","nan","nan","nan","nan","900","01","06","2020","S11597","A10794","0"
"[本人映像]HOWEVER","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊｳｴﾊﾞｱ","GLAY","ｸﾞﾚｲ","9002-81","やわらかな風が吹く　この場所で","nan","nan","nan","nan","nan","900","01","02","2020","S84702","A50405","0"
"[本人映像]今宵の月のように","サブタイトルサブタイトルサブタイトルサブタイトル","ｺﾖｲﾉﾂｷﾉﾖｳﾆ","エレファントカシマシ","ｴﾚﾌｱﾝﾄｶｼﾏｼ","9002-82","くだらねえとつぶやいて　醒めたつらして歩く","nan","nan","nan","nan","nan","900","01","02","2020","S76427","A82875","0"
"[本人映像]WAになっておどろう","サブタイトルサブタイトルサブタイトルサブタイトル","ﾜﾆﾅﾂﾃｵﾄﾞﾛｳ","V6","ﾌﾞｲｼｯｸｽ","9002-83","うじゃけた顔してどしたの　つまらないなら","nan","nan","nan","nan","nan","900","01","02","2020","S24079","A46187","0"
"[本人映像]大スキ!","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀﾞｲｽｷ","広末涼子","ﾋﾛｽｴﾘﾖｳｺ","9002-84","とっても×6　大スキよ。","nan","nan","nan","nan","nan","900","01","02","2020","S96758","A16235","0"
"[生演奏]硝子の少年","サブタイトルサブタイトルサブタイトルサブタイトル","ｶﾞﾗｽﾉｼﾖｳﾈﾝ","KinKi Kids","ｷﾝｷｷﾂｽﾞ","9002-85","雨が踊るバス･ストップ　君は誰かに抱かれ","nan","nan","nan","nan","nan","900","01","06","2020","S30759","A73260","0"
"[生演奏]White Love","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾜｲﾄﾗﾌﾞ","SPEED","ｽﾋﾟｲﾄﾞ","9002-86","果てしない　あの雲の彼方へ","nan","nan","nan","nan","nan","900","01","06","2020","S62412","A25637","0"
"[本人映像]promise","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾟﾛﾐｽ","広瀬香美","ﾋﾛｾｺｳﾐ","9002-87","恋の始まりも　夢の続きも　きっとあなたと...","nan","nan","nan","nan","nan","900","01","02","2020","S30684","A90076","0"
"[本人映像]Time goes by","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀｲﾑｺﾞｵｽﾞﾊﾞｲ","Every Little Thing","ｴﾌﾞﾘﾘﾄﾙｼﾝｸﾞ","9002-88","Wow wow wow...","nan","nan","nan","nan","nan","900","01","02","2020","S79061","A95195","0"
"[生演奏]my graduation","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏｲｸﾞﾗﾃﾞﾕｴｲｼﾖﾝ","SPEED","ｽﾋﾟｲﾄﾞ","9002-89","あなたと出逢えてよかった","nan","nan","nan","nan","nan","900","01","06","2020","S15456","A58302","0"
"[生演奏]夜空ノムコウ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾖｿﾞﾗﾉﾑｺｳ","SMAP","ｽﾏｯﾌﾟ","9002-90","あれからぼくたちは　何かを信じて","nan","nan","nan","nan","nan","900","01","06","2020","S78239","A44811","0"
"[生演奏]花笠道中","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊﾅｶﾞｻﾄﾞｳﾁﾕｳ","美空ひばり","ﾐｿﾗﾋﾊﾞﾘ","9002-91","これこれ石の　地蔵さん","nan","nan","nan","nan","nan","900","01","06","2020","S35409","A66108","0"
"[生演奏]糸","サブタイトルサブタイトルサブタイトルサブタイトル","ｲﾄ","中島みゆき","ﾅｶｼﾞﾏﾐﾕｷ","9002-92","なぜ　めぐり逢うのかを","nan","nan","nan","nan","nan","900","01","06","2020","S73402","A45952","0"
"[生演奏]HOT LIMIT","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾂﾄﾘﾐﾂﾄ","T.M.Revolution","ﾃｨｰｴﾑﾚﾎﾞﾘｭｰｼｮﾝ","9002-93","YO! SAY，夏が　胸を刺激する","nan","nan","nan","nan","nan","900","01","06","2020","S94754","A77159","0"
"[本人映像]夏色","サブタイトルサブタイトルサブタイトルサブタイトル","ﾅﾂｲﾛ","ゆず","ﾕｽﾞ","9002-94","駐車場のネコはアクビをしながら","nan","nan","nan","nan","nan","900","01","02","2020","S73301","A33747","0"
"[生演奏]ここでキスして。","サブタイトルサブタイトルサブタイトルサブタイトル","ｺｺﾃﾞｷｽｼﾃ","椎名林檎","ｼｲﾅﾘﾝｺﾞ","9002-95","I'll never be able to give up on you","nan","nan","nan","nan","nan","900","01","06","2020","S64551","A85832","0"
"[本人映像]バンビーナ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊﾞﾝﾋﾞｲﾅ","布袋寅泰","ﾎﾃｲﾄﾓﾔｽ","9002-96","脳からヒップへ真っ赤に","nan","nan","nan","nan","nan","900","01","02","2020","S49240","A67233","0"
"[生演奏]First Love","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌｱｱｽﾄﾗﾌﾞ","宇多田ヒカル","ｳﾀﾀﾞﾋｶﾙ","9002-97","最後のキスは　タバコのflavorが","nan","nan","nan","nan","nan","900","01","06","2020","S26714","A72245","0"
"[生演奏]歌舞伎町の女王","サブタイトルサブタイトルサブタイトルサブタイトル","ｶﾌﾞｷﾁﾖｳﾉｼﾞﾖｳｵｳ","椎名林檎","ｼｲﾅﾘﾝｺﾞ","9002-98","蝉の声を聞く度に　目に浮かぶ九十九里浜","nan","nan","nan","nan","nan","900","01","06","2020","S30537","A49790","0"
"[生演奏]フレンズ（Match up Version）","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾚﾝｽﾞ","のっこ(NOKKO)","ﾉﾂｺ","9002-99","口づけを　かわした日は","nan","nan","nan","nan","nan","900","01","06","2020","S42607","A75468","0"
"[生演奏]詠人","サブタイトルサブタイトルサブタイトルサブタイトル","ｳﾀﾋﾞﾄ","北島三郎","ｷﾀｼﾞﾏｻﾌﾞﾛｳ","9003-01","季節めくれば　遠い道のりは","nan","nan","nan","nan","nan","900","01","06","2020","S27946","A96798","0"
"[生演奏]GOLDFINGER'99","サブタイトルサブタイトルサブタイトルサブタイトル","ｺﾞｰﾙﾄﾞﾌｨﾝｶﾞｰﾅｲﾝﾃｨｰﾅｲﾝ","郷ひろみ","ｺﾞｳﾋﾛﾐ","9003-02","不埒なリズムで ギラつく胸は","nan","nan","nan","nan","nan","900","01","06","2020","S43130","A15370","0"
"[生演奏]LOVEマシーン","サブタイトルサブタイトルサブタイトルサブタイトル","ﾗﾌﾞﾏｼｲﾝ","モーニング娘。","ﾓｰﾆﾝｸﾞﾑｽﾒ","9003-03","あんたにゃ もったいない","nan","nan","nan","nan","nan","900","01","06","2020","S61659","A10835","0"
"[生演奏]本能","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾝﾉｳ","椎名林檎","ｼｲﾅﾘﾝｺﾞ","9003-04","どうして 歴史の上に言葉が","nan","nan","nan","nan","nan","900","01","06","2020","S23038","A62229","0"
"[生演奏]A･RA･SHI","サブタイトルサブタイトルサブタイトルサブタイトル","ｱﾗｼ","嵐","ｱﾗｼ","9003-05","はじけりゃ Yea! 素直に Good!","nan","nan","nan","nan","nan","900","01","06","2020","S36039","A98190","0"
"[生演奏]アポロ","サブタイトルサブタイトルサブタイトルサブタイトル","ｱﾎﾟﾛ","ポルノグラフィティ","ﾎﾟﾙﾉｸﾞﾗﾌｨﾃｨ","9003-06","僕らの生まれてくるずっとずっと","nan","nan","nan","nan","nan","900","01","06","2020","S17827","A73699","0"
"[生演奏]ちょこっとLOVE","サブタイトルサブタイトルサブタイトルサブタイトル","ﾁｮｺｯﾄﾗﾌﾞ","プッチモニ","ﾌﾟｯﾁﾓﾆ","9003-07","ほんのちょこっとなんだけど","nan","nan","nan","nan","nan","900","01","06","2020","S89666","A11482","0"
"[生演奏]TSUNAMI","サブタイトルサブタイトルサブタイトルサブタイトル","ﾂﾅﾐ","サザンオールスターズ","ｻｻﾞﾝｵｰﾙｽﾀｰｽﾞ","9003-08","風に戸惑う弱気な僕 通りすがる","nan","nan","nan","nan","nan","900","01","06","2020","S26208","A93381","0"
"[生演奏]ギブス","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾞﾌﾞｽ","椎名林檎","ｼｲﾅﾘﾝｺﾞ","9003-09","あなたはすぐに写真を撮りたがる","nan","nan","nan","nan","nan","900","01","06","2020","S68548","A50459","0"
"[生演奏]恋のダンスサイト","サブタイトルサブタイトルサブタイトルサブタイトル","ｺｲﾉﾀﾞﾝｽｻｲﾄ","モーニング娘。","ﾓｰﾆﾝｸﾞﾑｽﾒ","9003-10","恋をする度 胸 Bon Bo Ba Bon","nan","nan","nan","nan","nan","900","01","06","2020","S15056","A55368","0"
